Places,City,Start Timings,End Timings,Ratings(Google),Reviewed,Latitude,Longitude
Golconda Fort,Hyderabad,9:00 AM,5:03 PM,4.8,93324,17.3847636,78.4033392
Charminar,Hyderabad,9:00 AM,5:03 PM,4.5,142944,17.3615636,78.4746645
Mecca Masjid,Hyderabad,4:00 AM,9:30 PM,4.7,9818,17.3604416,78.4735712
Qutb Shahi Tombs,Hyderabad,9:30 AM,6:30 PM,4.4,12859,17.3950064,78.3967542
Hussain Sagar Lake,Hyderabad,8:00 AM,10:00 PM,4.3,7706,17.4238798,78.4738215
Ramoji Film City,Hyderabad,9:00 AM,5:30 PM,4.4,"13,811",17.4435013,78.460737
Salar Jung Museum,Hyderabad,10:00 AM,5:00 PM,4.4,49930,17.3712932,78.4803485
Chowmahalla Palace,Hyderabad,10:00 AM,5:00 PM,4.4,30031,17.3578233,78.4716897
Paigah Tombs,Hyderabad,10:00 AM,5:00 PM,4.7,"2,141",17.343983,78.504131
Birla Mandir,Hyderabad,7:00 AM,9:00 PM,4.7,"24,653",17.4062367,78.4690601
Jala Vihar,Hyderabad,11:00 AM,7:00 PM,4,"27,935",17.4325926,78.4647823
Lumbini Park,Hyderabad,9:00 AM,9:00 PM,4,"55,672",17.4098755,78.4731518
Nehru Zoo Park,Hyderabad,8:00 AM,5:00 PM,4.2,"66,432",17.350678,78.4513068
Snow world,Hyderabad,11:00 AM,9:00 PM,4,"11,862",17.4145708,78.4809225
NTR Gardens,Hyderabad,2:30 PM,8:30 PM,4.2,"71,415",17.4124512,78.4688386
Shilparamam,Hyderabad,10:30 AM,8:00 PM,4.3,"71,006",17.452573,78.3783065
Chilkur Balaji Temple,Hyderabad,5:00 AM,8:00 PM,4.7,"31,731",17.3586513,78.2988174
Mount Opera,Hyderabad,11:00 AM,6:00 PM,3.6,"1,938",17.385044,78.486671
Sanghi Temple,Hyderabad,8:00 AM,8:00 PM,4.6,"11,566",17.2668077,78.6759666
Botanical Gardens,Hyderabad,5:30 AM,6:00 PM,4.2,"17,250",17.4539898,78.3572149
Birla Planetarium,Hyderabad,11:30 AM,8:00 PM,4.2,534,17.4032707,78.4702627
Laad Bazaar,Hyderabad,11:00 AM,11:00 PM,4,334,17.3628791,78.4741288
Sri Undrugonda Narasimhaswamy Temple,Suryapet,9:00 AM,9:00 PM,4.8,137,17.0833943,79.6908921
Jan Pahad Dargah,Suryapet,9:00 AM,9:00 PM,4.2,224,16.7420504,79.7245635
Phanigiri,Suryapet,8:00 AM,7:00 PM,4.3,115,17.4194641,79.4724978
Mallacheruvu,Suryapet,5:30 AM,7:00 PM,4,73,16.8192144,79.9290642
Jurala Dam,Mahabubnagar,7:30 AM,8:30 PM,4.2,"1,232",16.3375,77.704444
Koilkonda Fort and Koilsagar Dam,Mahabubnagar,6:00 AM,8:00 PM,4.3,91,16.7585963,77.7888326
Gadwal Fort,Mahabubnagar,7:00 AM,9:00 PM,4.1,"2,778",16.2369997,77.7993049
Lalitha Someswara Swamy Temple,Mahabubnagar,6:30 AM,7:00 PM,4.3,381,16.048476,78.3265029
Kollapur,Mahabubnagar,"6:00AM , 6:00PM","9:00AM , 8:00PM",4.2,134,16.1060334,78.3191698
Alampur,Mahabubnagar,5:30 AM,8:30 PM,4.1,152,15.8843491,78.1193823
Pangal Fort,Mahabubnagar,7:00 AM,7:00 PM,4.5,231,16.2525661,78.1257976
Chandraghad Fort,Mahabubnagar,No fixed time,No fixed time,4.3,4,16.3895583,77.7051443
Ghanpur Fort,Mahabubnagar,6:00 AM,7:30 PM,4.2,131,16.574794,78.0510638
Pillalamarri,Mahabubnagar,8:00 AM,6:00 PM,4.2,"1,688",16.7751531,78.0130171
Wanaparthy Palace,Mahabubnagar,7:00 AM,7:00 PM,4.1,131,16.3623118,78.0621824
Kawal Wildlife Sanctuary,Adilabad,7:00 AM,7:00 PM,4.3,1595,19.118895,78.998973
Kuntala Waterfalls,Adilabad,6:00 AM,6:00 PM,4.3,"4,552",19.2846527,78.5032569
Pochera Waterfalls,Adilabad,8:00 AM,6:00 PM,4.3,"1,895",19.3427778,78.3869444
Pranahita Wildlife Sanctuary,Adilabad,7:30 AM,8:00 PM,4.7,11,18.973107,79.7633419
Shivaram Wildlife Sanctuary,Adilabad,7:00 AM,8:30 PM,4.3,112,18.6869537,79.7115903
Kaddam Project,Adilabad,6:00 AM,6:00 PM,4.3,8,19.108056,78.790833
Gayatri WaterFalls,Adilabad,24hrs,,4.3,146,19.328303,78.4693641
Gaandhari Khilla,Adilabad,9:00 AM,7:30 PM,4.4,120,18.9501336,79.414636
Kanakai Waterfalls,Adilabad,24hrs,,4.3,48,19.4378793,78.3734979
Mitte Waterfalls,Adilabad,24hrs,,4.7,122,19.2764909,79.0212166
Sri Gnana Saraswathi Devasthanam,Adilabad,7:30 AM,8:30 PM,4.6,"1,232",18.8779829,77.9561993
Jainath Temple,Adilabad,6:00 AM,8:00 PM,4.5,12,19.7353694,78.6436998
Basar Saraswathi Temple,Adilabad,4:00 AM,8:00 PM,4.4,28,18.8779829,77.9561993
Kadam Dam,Adilabad,6:00 AM,6:00 PM,1.3,399,19.1076857,78.7902777
Gudem Satyanarayana Temple,Adilabad,"5:00 AM,1:00 PM","3:00 PM, 7:00PM",4.6,371,18.9059059,79.1722833
Pedda Gundam Waterfall,Adilabad,3:00 PM,7:00 PM,4.9,9,19.3923813,78.4046599
Sri Ram Sagar Project,Adilabad,9:00 AM,6:00 PM,4.3,15,18.9686106,78.3411074
Sri Komaram Bheem Project,Adilabad,7:00 AM,6:00 PM,4.3,22,19.4334081,79.2237281
Vyasa Maharshi Cave,Adilabad,10:00 AM,5:00 PM,4.5,82,18.8789401,77.9554707
Nirmal Fort,Adilabad,8:00 AM,5:30 PM,4.2,14,19.1024912,78.3454642
Thousand Pillar Temple,Warangal,6:00 AM,8:00 PM,4.5,"18,341",18.003715,79.5747453
Warangal Fort,Warangal,9:00 AM,8:00 PM,4.4,"14,182",17.9561218,79.6147046
Bhadra Kali Temple,Warangal,"5:30 AM,1:00 PM","3:00 PM,8:00 PM",4.7,47,17.994845,79.5828497
Ramappa Temple,Warangal,"4:00 AM,2:00 PM","5:00 PM,9:00 PM",4.5,"4,985",17.9689008,79.5940543
Jain Temple - Kolanupaka,Warangal,"5:00 AM,12:00 PM","5:00 PM, 8:00PM",4.4,"2,377",17.6995455,79.0380562
Siddeswara Temple,Warangal,6:00 AM,9:45 PM,4.6,298,17.995867,79.5730075
Sri Veeranarayana Temple,Warangal,"7:00 AM,12:00 PM","5:00 PM, 6:30 PM",4.2,"1,323",17.9973327,79.5964522
Mallikarjuna Swamy Temple-Inavolu,Warangal,6:30 AM,7:00 PM,4.6,628,17.8663769,79.5455633
Ramappa Lake,Warangal,8:00 AM,5:00 PM,4.5,456,18.2390172,79.9360593
Laknam Cheruvu,Warangal,8:00 AM,5:30 PM,4.4,14,17.9700953,79.629858
Padmakshi Temple,Warangal,6:00 AM,6:00 PM,4.5,751,17.9979416,79.5670925
Anjaneya Swamy Temple,Warangal,10:00 AM,9:00 PM,4.5,31,17.96433,79.5995654
Kakatiya Musical Garden,Warangal,9:00 AM,8:00 PM,3.7,"1,550",17.9910527,79.588824
Kakatiya Zoological Park,Warangal,9:30 AM,5:00 PM,4,"3,310",17.9919837,79.5596114
Kush Mahal,Warangal,9:00 AM,6:00 PM,4.3,409,17.9563018,79.6131429
Ekashila Lake & Children Garden,Warangal,9:00 AM,7:00 PM,4.2,"1,069",17.9552126,79.6158086
Sri Kotilingeshwara Swamy Temple,"Siddipet,Medak",24 hrs,,4.6,"18,763",18.1078023,78.8260822
Sarabheswara Swamy Temple,"Siddipet,Medak",6:00 AM,8:00 PM,4.6,5,18.1058859,78.8636271
Shiva Temple,"Siddipet,Medak",7:30 AM,8:30 PM,4.4,3,18.1054224,78.862615
Sri Venkateshwara Swamy Temple,"Siddipet,Medak",6:00 AM,1:00 PM,4.5,5,18.104413,78.8474034
Jama Masjid,"Siddipet,Medak",7:00 AM,7:00 PM,4,2,18.1057738,78.8524373
Lal Kaman,"Siddipet,Medak",24hrs,,4.5,796,18.1059749,78.8521439
Narsimha Swami Temple,Khammam,6:30 AM,6:00 PM,,4,17.255027,80.1480918
Khammam Fort,Khammam,6:00 AM,6:00 PM,4.2,"2,285",17.2448704,80.1466588
Palair Reservoir,Khammam,8:00 AM,6:00 PM,4.6,73,17.206394,79.896698
Kaman Bazaar,Khammam,7:00 AM,9:00 PM,4.5,43,17.2457617,80.1403377
Jammalapuram Temple,Khammam,"6:00 AM,1:00 PM","4:00 PM,9:00 PM",4.6,"1,855",16.8317772,80.5196909
Gandhi Chowk,Khammam,7:30 AM,6:30 PM,4.5,311,17.2463926,80.1380487
Kinnerasani Wildlife Sanctuary,Khammam,10:00 AM,5:00 PM,4.5,265,17.6734692,80.6568225
Lakaram Lake,Khammam,9:00 AM,8:00 PM,4.3,120,17.2474713,80.1578599
NTPC Ramagundam,Peddapalli,6:00 AM,8:00 PM,4.4,188,18.7589455,79.455539
Buddhist Stupa,Peddapalli,No fixed time,No fixed time,4.3,122,18.5863205,79.2704854
Ramagir Fort,Peddapalli,9:30 AM,6:30 PM,4.5,116,18.5796586,79.5521947
Siva Temple,Peddapalli,8:00 AM,6:30 PM,4.5,4,18.6148404,79.374371
Siva Trikuta Temple,Peddapalli,5:30 AM,7:30 PM,4.3,13,18.6151461,79.3826826
Sri Vasavi Andal Ranganatha Swamy Temple,Peddapalli,6:00 AM,6:00 PM,4.7,34,18.6068629,79.4217471
Andalamma Old Temple,Peddapalli,7:00 AM,6:00 PM,4.5,30,18.6068629,79.4217471
Nizamabad Fort,Nizamabad,24hrs,-,4.3,631,18.6638826,78.0797173
Kanteshwar Temple,Nizamabad,6:30 AM,8:30 PM,4.7,65,18.6854054,78.1145654
Nizamabad-Mallaram forest,Nizamabad,-,-,4.1,96,18.6485342,78.0309542
Sarangapoor Hanuman temple,Nizamabad,7:00 AM,7:30 PM,4.7,"29,392",18.687261,78.050091
Ali Sagar lake,Nizamabad,7:00 AM,6:30 PM,4.1,112,18.6781934,78.0152577
Nizam Sagar dam,Nizamabad,9:00 AM,12:00 PM,4.3,115,18.2025,77.923889
Kondagattu Anjaneya Swamy temple,Karimnagar,4:00 AM,8:30 PM,4.6,378,18.6794324,78.9228383
Lower Maniar dam,Karimnagar,9:00 AM,5:00 PM,4.5,112,18.399722,79.131111
Nagunur forts and temples,Karimnagar,8:00 AM,6:30 PM,4.3,221,18.5962386,79.2902133
Venkateswara swamy temple,Karimnagar,5:00 AM,9:00 PM,4.2,341,18.4385646,79.1288412
Elgandal fort,Karimnagar,9:00 AM,5:00 PM,4.2,"1,144",18.4210653,79.0408223
Raja Rajeshwara Swamy temple,Karimnagar,4:00 AM,9:00 PM,4.6,"19,655",18.4672669,78.8708811
Pillalamarri temple,Nalgonda,6:00 AM,8:00 PM,4.4,1688,16.7751531,78.0130171
Ethipothala falls,Nalgonda,6:30 AM,9:00 PM,4.4,127,16.5342836,79.4027778
Rachakonda Fort,Hyderabad,9:00 AM,5:30 PM,4,379,17.1813168,78.807115
Chaya Someswara temple,Nalgonda,6:00 Am 2:00PM,12:00 PM 8:00 PM,4.7,"1,191",17.0774514,79.29524
Bhongir Fort,"Miryalaguda,Bhuvanagiri",10:00 AM,5:00 PM,4.3,23,17.5128141,78.8874642
Pachala Someshwara Temple,Nalgonda,9:00 AM(except friday),5:00 PM,4.6,139,17.0797215,79.2881699
Qila fort Jagityal,Jagtial,8:30 AM,6:00 PM,4.3,356,18.8005227,78.9106579
Sri Raja Rajeswara Swamy Devasthanam,"Jagtial,Kannapur",5:00 AM,4:30 PM,5,"19,655",18.8546311,78.89755
sonia gandhi temple mallial,"Jagtial,Mallial",6:00 AM,7:00 PM,2.5,21,18.7053786,78.9387462
Sree Padmanabhaswamy Temple,Thiruvananthapuram,"3:30 AM,6:30 AM,8:30 AM,10:30 AM,11:45 AM,5:00 PM,6:45 PM","4:45 AM,7 AM,10 AM,11:10 AM,12 Noon,6:15 PM,7:20 PM",4.7,"29,606",8.4827779,76.9435906
Napier museum,Thiruvananthapuram,10:00 AM (Monday closed),4:30 PM,4.4,"1,71,143",8.5089657,76.955072
Shangumugham Beach,Thiruvananthapuram,-,-,4.3,"10,845",8.4784498,76.9119061
Thiruvananthapuram Zoo,Thiruvananthapuram,9:00 AM,5:15 PM,4.3,"19,622",8.5100716,76.9550438
Attukal Bhagavathy Temple,Thiruvananthapuram,"5:00 AM,5:00 PM","12:30 Noon,8:30 PM",4.8,"12,880",8.4698623,76.9554858
Kanakakkunnu Palace,Thiruvananthapuram,10:00 AM,9:00 PM,4.5,"15,477",8.5098243,76.9586224
Vellayani Lake,Thiruvananthapuram,-,-,4.5,"1,014",8.4343549,76.9916675
Sri Chitra Art Gallery,Thiruvananthapuram,"10:00:00 AM,(Mon closed)",5:00 PM,4.3,297,8.5109315,76.9552662
Kozhikode Beach,Kozhikode,-,-,4.5,"6,495",11.2626228,75.7673095
Kadalundi Bird Sanctuary,Kozhikode,7:00,6:00 PM,4.1,"3,132",11.1309009,75.8291015
Miskhal Mosque,Kozhikode,5:00 AM,9:00 PM,4.7,876,11.24555,75.776166
Sarovaram Bio Park,Kozhikode,9:00 AM,8:00 PM,3.9,"7,656",11.2687015,75.7928134
Regional Science Centre And Planetarium,Kozhikode,10:00 AM,6:00 PM,4.5,488,11.2632825,75.7856498
Thali Maha Shiva Kshetram,Kozhikode,"5:00 AM,4:00PM","12:00 PM,9:00 P M",4.7,"2,974",11.2478818,75.78754
Pazhassiraja Archaeological Museum,Kozhikode,"9:00 AM,2:00 PM","2:00 PM,4:30 PM",4.2,557,11.2925337,75.77815
Willingdon Island,Kochi,5:00 AM,10:00 PM,4.4,714,9.9363889,76.2538889
Fort Kochi Beach,Kochi,-,-,4.2,"4,064",9.9637158,76.2374611
St. Francis CSI Church,Kochi,10:00 AM,5:00 PM,4.3,"2,006",9.9660596,76.2408739
Mangalavanam Bird Sanctuary,Kochi,9:00 AM,6:00 PM,3.7,"6,304",9.9887401,76.272524
Chottanikara Bhagavathy Temple,Kochi,4:00 AM,8:45 PM,4.7,"18,500",9.9330911,76.391136
Folklore Museum,Kochi,9:00 AM,6:00 PM,4.5,"1,093",9.9330107,76.2989787
Santa Cruz Basilica,Kochi,7:00 AM,6:30 PM,4.5,"4,103",9.9651519,76.2433241
Kollam beach,Kollam,-,-,4.3,"8,934",8.8756778,76.5889163
St Thomas Fort,Kollam,24hrs,-,4.4,8,8.8814756,76.5683086
"Adventure Park, Kollam",Kollam,10:00 AM,6:00 PM,4.2,"4,620",8.8972222,76.584941
Jatayu Earth's Center,Kollam,10:00 AM,9:00 PM,4.4,"8,265",8.8606137,76.8669886
Palaruvi Falls,Kollam,8:00 AM,4:00 PM,4.5,"2,839",8.9421,77.1650515
Thangassery Light House,Kollam,"10:00 AM,2:00 PM","1:00 PM,6:00 PM",4.5,"4,163",8.880661,76.5659215
Kottakkunnu,Malappuram,8:00 AM,2:00 PM,4.2,"6,339",11.0481068,76.0831369
Chamakkayam Riverside Park,Malappuram,24hrs,-,4.1,699,11.0465766,76.0436793
Kadalundi Bird Sanctuary,Malappuram,8:00 AM,8:00 PM,4.1,"3,132",11.1309009,75.8291015
Keralamkundu Waterfalls,Malappuram,8:30 AM,6:00 PM,4.5,317,11.1256443,76.4006424
Kodikuthimala,Malappuram,-,-,4.5,"2,141",10.9760357,76.2254431
Arimbra Hills,Malappuram,24hrs,-,4,"3,096",11.0870237,76.0359719
Our Lady of Dolours Basilica,Thrissur,10:00 AM,5:00 PM,4.7,"5,356",10.5210252,76.2182801
Thrissur Zoo & Museum,Thrissur,"9:00:00 AM,(Mon closed)",5:00 PM,3.8,"13,729",10.5302136,76.2228855
Paramekkavu Bhagavathi Temple Thrissur,Thrissur,"5:00 AM,5:00 PM","10:00 AM,7:00 PM",4.7,"6,655",10.5246515,76.2178606
Sri Vadakkunnathan Temple,Thrissur,"5:00 Am,5:00 PM","11:00 AM,6:25 PM",4.8,"13,245",10.5244979,76.2145112
Vilangan Hills,Thrissur,7:00 AM,7:00 PM,4.2,"3,345",10.5573849,76.1685922
Punnathur Kotta,Thrissur,9:00 AM,5:00 PM,4.4,"5,821",10.6143474,76.0303165
Chavakkad Beach,Thrissur,-,-,4,79,10.5719858,76.0074563
Baby Beach,Kannur,-,-,4.1,180,11.8567962,75.362442
Arakkal Museum Kannur,Kannur,10:00 AM,5:00 PM,4,"2,395",11.8594598,75.3782215
St. Angelo Fort (Kannur Fort),Kannur,8:00 AM,6:00 PM,4.3,"6,935",11.8541418,75.3714455
Sree Sundareswara Temple,Kannur,5:00 AM,8:00 PM,4.6,"1,345",11.8846326,75.3689468
Palakkayam Thattu,Kannur,5:00 AM,9:00 PM,4.5,"6,843",10.9641416,76.5547837
Kannur Lighthouse,Kannur,9:00 AM,6:00 PM,4.3,"2,748",11.8605229,75.3559183
Ezhimala,Kannur,-,-,4.1,845,12.0213447,75.2070644
Dharmadam Island,Kannur,12:00 AM,12:00 PM,4.2,"1,214",11.7700857,75.4508593
Alappuzha Beach,Alappuzha,-,-,4.4,"6,093",9.4927482,76.3177759
Revi Karunakaran Memorial Museum,Alappuzha,"9:00 AM,(Mon closed)",5:00 PM,4.2,916,9.4994753,76.3286078
Punnamada Lake,Alappuzha,6:00 AM,6:00 PM,4.5,314,9.5048249,76.3572165
"Sree Krishna Swamy Temple, Ambalapuzha",Alappuzha,6:00 AM(Sun closed),11:30 PM,4.7,"6,623",9.3832858,76.369503
Marari beach,Alappuzha,-,-,4.4,"11,101",9.6007506,76.2982585
St. Mary's Basilica Church,Alappuzha,6:00 AM,6:30 PM,4.6,828,9.4084978,76.411232
Thirunakkara Mahadeva Temple,Kottayam,"5:00 AM,5:00 PM","12:00 PM,8:00 PM",4.7,"2,884",9.5904116,76.5187803
Vimalagiri Immaculate Heart of Mary Roman Catholic Latin Cathedral,Kottayam,-,-,4.7,421,9.5956781,76.536854
St. Mary's Orthodox Church(Kottayam Cheriapally),Kottayam,"6:00 AM,4:30 PM","11:30 AM,8:30 PM",4.6,361,9.5974273,76.5102331
Mozart Art Gallery,Kottayam,7:30 AM,5:30 PM,4,65,9.6136132,76.4967299
Panachikkadu Dakshina Mookambika Temple,Kottayam,"5:30 AM,5:00 PM","10:30 AM,7:30 PM",4.7,"1,700",9.5379669,76.5524712
Ettumanur Mahadeva temple,Kottayam,"4:00 AM,5:00 PM","12:00 PM,8:00 PM",4.7,"10,316",9.6737273,76.5610739
St. Mary's Forane Church Athirampuzha,Kottayam,9:30 AM,6:30 PM,4.7,"1,082",9.6672515,76.5381764
Palakkad Fort,Palakkad,8:00 AM,6:00 PM,4.3,"16,230",10.7637057,76.6571215
Dhoni Waterfalls,Palakkad,10:30 AM,3:00 PM,4.1,"1,968",10.8597097,76.6228866
Yakshi Statue,Palakkad,10:00 AM,8:00 PM,4.2,533,10.829739,76.6828034
Parambikulam Wildlife Sanctuary,Palakkad,12:00 AM,12:00 PM,4.3,"2,977",10.447006,76.815691
Vadakkanthara Temple,Palakkad,"4:30 AM,4:30 PM","11:30 AM,8:00 PM",4.7,"1,626",10.7794059,76.6454083
Malampuzha Garden,Palakkad,9:00 AM,8:00 PM,4.6,20,10.8304493,76.6800672
Malampuzha Dam,Palakkad,9:00 AM,6:00 PM,4.4,"2,998",10.8305746,76.683805
 Bangalore Palace,Bangalore,10:00 AM - 5:30 PM,,4.2,"67,102",12.998766,77.5921071
 Bannerghatta National Park,Bangalore,"of Bannerghatta Zoo : Butterfly park and boating: 9:30 AM - 5:00 PM, Grand Safari: 10:00 AM - 4:30 PM, Closed on Tuesday",,4.2,83513,12.7985882,77.567835
 Innovative Film City,Bangalore,10:00 AM - 7:00 PM,,3.3,"13,803",12.777992,77.4150754
Lumbini Gardens,Bangalore,"11:00 AM to 7:00 PM, Monday to Sunday",,3.6,"18,398",13.0434124,77.6096254
Chunchi Falls,Bangalore,9:00 AM - 6:00 PM,,3.8,972,12.3513643,77.4427591
Cubbon Park,Bangalore,6:00 AM - 6:00 PM Closed on Mondays and second Tuesdays of Every month. Strictly for morning walkers: 6:00 AM - 8:00 AM,,4.4,"1,01,856",12.9808897,77.5976478
Lalbagh,Bangalore,6:00 AM - 7:00 PM,,4.4,"1,18,476",12.9507432,77.5847773
Nandi Hills,Bangalore,Null,,4.1,1461,13.370154,77.6834551
Ulsoor Lake,Bangalore,6:00 AM ? 8:00 PM; Wednesday closed,,4.1,"2,211",12.9832468,77.6199608
"MG Road, Bangalore",Bangalore,Null,,3.9,"2,132",12.973994,77.6124128
UB City Mall,Bangalore,"Store Timings: 11:00 AM - 8:00 PM, Restaurants on Weekdays: 11:00 AM - 11:30 PM, Restaurants on Friday-Saturday: 11:00 AM - 01:00 AM",,4.5,"49,635",12.9715895,77.5960585
Wonderla Amusement Park,Bangalore,for Wonderla Bangalore : Peak Season Weekends/Weekdays and Normal Season Weekends: 11:00 AM - 7:00 PMNormal Season Weekdays: 11:00 AM - 6:00 PM,,4.1,"2,354",12.8345559,77.4009719
Commercial Street,Bangalore,11:00 AM - 8:00 PM,,4,1207,12.9817989,77.609561
" ISKCON Temple, Bangalore",Bangalore,"Darshan Timings: 4:15AM - 5:00 AM, 7:15AM - 1:00 PM and 4:00 PM - 8:30 PM",,4.6,"78,619",13.0098328,77.5510964
"Shiva Temple, Bangalore",Bangalore,Open 24 hour,,4,132,12.958333,77.656531
Jawaharlal Nehru Planetarium,Bangalore,"10:00 AM - 5:30 PM (closed on Mondays, second Tuesdays, local and national holidays)",,4.3,"1,780",12.9848665,77.5896341
"Go-Karting, Bangalore",Bangalore,Null,,4,"3,677",12.8932948,77.4607932
Tipu Sultan's Summer Palace,Bangalore,Monday - Saturday: 10:00 AM - 6:00 PMSunday: 8:30 AM - 5:00 PM,,3.9,"20,523",12.9593513,77.5736415
 Muthyala Maduvu (Pearl Valley),Bangalore,Monday-Sunday- 6:00AM-6:00PM,,3.5,"3,565",12.7012024,77.6413233
Bangalore Aquarium,Bangalore,"10:30 AM - 5:30 PM, All days of the week except Mondays and second Tuesdays of the month.",,3.6,"3,285",12.9765148,77.5985397
HAL Aerospace Museum,Bangalore,9:00 AM - 5:00 PM,,4.4,"21,923",12.954655,77.6809058
Vidhana Soudha,Bangalore,10:00 AM - 5:30 PM (Closed on weekends and public holidays),,4.5,"2,792",12.9796734,77.5912443
Bull Temple,Bangalore,6:00 AM - 8:00 PM,,4.7,"11,372",12.958475,77.5673016
St. Mary's Basilica Bangalore,Bangalore,6:00 AM - 8:00 PM,,4.6,"11,138",12.9844238,77.60428
Maha Bodhi Society Temple,Bangalore,9:00 AM - 7:00 PM,,4.7,"1,088",12.9783165,77.5808705
Sankey Tank,Bangalore,6:00 AM to 8:00 PMWeekly Holiday - FridayTimings to hire boats: 6:00 AM to 10:00 AM and 12 Noon to 5:00 PM,,4.5,2129,13.0092983,77.5741212
 Visvesvaraya Industrial and Technological Museum,Bangalore,10:00 AM - 6:00 PM,,4.1,132,12.9752264,77.5963449
Art of Living International Centre,Bangalore,9:00 AM - 8:00 PM,,4,121,12.8255839,77.5088674
